Institute for Research and Development India (IRD),European Journal of Biomedical and Pharmaceutical Sciences (EJBPS)
Institute of Advanced Scientific Research,European Journal of Biotechnology and Bioscience
Institute of Doctors Engineers and Scientists (IDES),European Journal of Business and Social Sciences (EJBSS)
Institute of Electronic & Information Technology,European Journal of Cancer Care
Institute of Integrative Omics and Applied Biotechnology,European Journal of Chemistry (EurJChem)
Institute of Language and Communication Studies,"European Journal of Contemporary Economics and Management (EJCEM, EJEM)"
Institute of Mathematics and Management (IMM),European Journal of Cultural Management and Policy
Institute of Research Advances (IRA),"European Journal of Economics, Finance and Administrative Sciences (Revue Européenne d’Economie, Finance et Sciences de l’Administration)"
Institute of Research and Journals (IRAJ),European Journal of Educational Research (EUJER) (this is a different journal to the legitimate EU-JER journal)
Institute of Research Engineers and Doctors (theIRED),European Journal of Educational Sciences (EJES)
Institute of Research Engineers and Scientists,European Journal of Engineering Research and Science (EJERS)
Institute of Research In Engineering and Technology (IRET),European Journal of General Dentistry
Institute of Strategic and International Studies,"European Journal of Investigation in Health, Psychology and Education"
InTechOpen (also here),European Journal of Molecular & Clinical Medicine (EJMCM)
Integrated Academic Journals,European Journal of Natural History (EJNH)
Integrated Intelligent Research (IIR),European Journal of Pharmaceutical and Medical Research (EJPMR)
Integrated Publishing Association,European Journal of Science and Theology
Integrated Science Publications,European Journal of Scientific Research
Intellectual Archive,European Journal of Social Sciences (Revue Européenne des Sciences Sociales)
Inter-USE (International Union of Science and Education),European Journal of Sustainable Development
Intercontinental Management Research Review (ICMRR),European Law and Politics Journal (ELPJ)
Interlink Continental Journals,European Online Journal of Natural and Social Sciences
Intermedcentral,European Research Studies Journal (ERSJ)
International Academic Journals,European Scientific Journal
International Academic Publishing House,Evidence-Based Complementary and Alternative Medicine
International Academy for Advancement of Business Research (IAABR),Fermentation
International Academy for Science & Technology Education and Research (IASTER),Fibers
"International Academy of Arts, Science & Technology (IAAST)",FinTech
International Academy of Business,Fire
International Academy of Business & Economics (IABE),First Independent Scientific Journal
International Academy of Computer & IT Engineering (IACITE),Fishes
International Academy of Ecology and Environmental Sciences (IAEES),Fluids
International Academy of Science and Higher Education (IASH),FLUIDS: International Journal of Medical Fluid Management
"International Academy of Science, Engineering and Technology (IASET)",Food and Nutrition Sciences
"International Academy of Science, Engineering and Technology (International ASET)",Food Biology
"International Academy of Science, Technology, Engineering and Management",Foods
International Academy Publishing (IAP),Forecasting
International Advances for Research,Forensic Medicine and Anatomy Research
"International Agency for Development of Culture, Education and Science",Forensic Sciences
International Association for Academians,Forests
International Association for Engineering & Technology,FOREX Technical Journal Library
International Association for Engineering and Management Education (IAEME),Foundations
International Association for Research and Science (IARAS),FOURRAGES (hijacker of a legitimate journal)
International Association of Advances in Engineering and Technology (IAAET),Fractal and Fractional
International Association of Computer Science and Information Technology (IACSIT Press),Frontiers for Young Minds
International Association of Engineering & Technology Researchers (IAETR),Frontiers in Aerospace Engineering
International Association of Engineers (IAENG),Frontiers in Aging
International Association of Journals & Conferences (IAJC),Frontiers in Aging Neuroscience
International Association of Science and Technology for Development (IASTED),Frontiers in Agronomy
International Association of Scientific Innovation and Research (IASIR),Frontiers in Allergy
International Association of Technology Education & Industry,Frontiers in Amphibian and Reptile Science
International Bauhaus Science Press,Frontiers in Analytical Science
International Business Academics Consortium (IBAC),Frontiers in Anesthesiology
International Center for Business Research,Frontiers in Animal Science
International Center for Promoting Knowledge (USA) (ICPK),Frontiers in Antennas and Propagation
International Centre for Integrated Development Research (ICIDR),Frontiers in Antibiotics
International Centre of Culture Inventory,Frontiers in Applied Mathematics and Statistics
International Computer Science and Engineering Society (ICSES),Frontiers in Aquaculture
International Conference on Computer Science and Engineering,Frontiers in Arachnid Science
International Digital Organization for Scientific Information (IDOSI),Frontiers in Artificial Intelligence
International Economics Development and Research Center (IEDRC),Frontiers in Astronomy and Space Sciences
International Education Research Foundation (IERF),Frontiers in Bee Science
International Educative Research Foundation And Publisher,Frontiers in Behavioral Economics
International eJournals,Frontiers in Behavioral Neuroscience
International Formulae Group (IFG),Frontiers in Big Data
International Forum of Researchers Students and Academician (IFRSA),Frontiers in Bioengineering and Biotechnology
International Foundation for Modern Education and Scientific Research (INFOMESR),Frontiers in Bioinformatics
International Foundation for Research and Development,Frontiers in Biomaterials Science
International House for Academic Scientific Research,Frontiers in Bird Science
International Indexed Refereed Research Journal,Frontiers in Blockchain
International Information Institute,Frontiers in Built Environment
"International Institute for Private, Commercial and Competition Law",Frontiers in Carbon
"International Institute for Science, Technology and Education (IISTE) (International Knowledge Sharing Platform)",Frontiers in Cardiovascular Medicine
"International Institute of Education, Research and Development (IIERD)",Frontiers in Catalysis
International Institute of Engineers (IIE),Frontiers in Cell and Developmental Biology
International Institute of Engineers & Researchers (also here),Frontiers in Cell Death
International Institute of Informatics and Systemics,Frontiers in Cellular and Infection Microbiology
International Institute of Science & Industry Research (IISIR),Frontiers in Cellular Neuroscience
International Institute of Social and Economic Sciences (IISES),Frontiers in Chemical Biology
International Invention Journals,Frontiers in Chemical Engineering
International Journal of Academic Research (Publisher),Frontiers in Chemistry
International Journal of College & University (IJCU),Frontiers in Child and Adolescent Psychiatry
International Journal of Modern Research and Development (IJMRND),Frontiers in Climate
International Journal of Research & Development Organisation (IJRDO),Frontiers in Clinical Diabetes and Healthcare
International Journal Publishers Group,Frontiers in Cognition
International Journals (Yadav Scientific Journals Publishers),Frontiers in Communication
International Journals for Research (IJR Group),Frontiers in Communications and Networks
International Journals for Research (IJR),Frontiers in Computational Neuroscience
International Journals for Researchers,Frontiers in Computer Science
International Journals of Engineering & Sciences,Frontiers in Conservation Science
International Journals of Multi Dimensional Research,Frontiers in Control Engineering
International Journals of Multidisciplinary Research Academy,Frontiers in Dementia
International Journals of N&N Global Technology (IJNNGT),Frontiers in Dental Medicine
International Journals of Research (INTJR),Frontiers in Digital Health
International Journals of Research Papers (IJRP),Frontiers in Digital Humanities
International Journals of Sciences and High Technologies (IJSHT),Frontiers in Disaster and Emergency Medicine
International Journals of Scientific Knowledge (IJSK),Frontiers in Drug Delivery
International Journals of Scientific Research (IJSR),Frontiers in Drug Discovery
International Journals of Scientific Research Publications (IJSRPUB),Frontiers in Drug Safety and Regulation
International Journals.co.in,Frontiers in Earth Science
International Knowledge Press (also here),Frontiers in Ecology and Evolution
"International Knowledge Sharing Platform (see International Institute for Science, Technology and Education - IISTE)",Frontiers in Education
International Network for Applied Sciences and Technology,Frontiers in Electronic Materials
International Network for Natural Sciences (INNSPUB),Frontiers in Electronics
International Network for Scientific & Industrial Information,Frontiers in Endocrinology
International Online Knowledge Services Provider (IOKSP),Frontiers in Energy Efficiency
International Online Medical Council (IOMC),Frontiers in Energy Research
International Organization Center of Academic Research (OCERINT),Frontiers in Environmental Archaeology
International Organization of Scientific Invention (IOSI),Frontiers in Environmental Chemistry
International Organization of Scientific Research (IOSR Journals),Frontiers in Environmental Economics
International Organization of Scientific Research and Development (IOSRDD),Frontiers in Environmental Engineering
International Peer Reviewed Journals and Books (IPRJB),Frontiers in Environmental Health
International Postgraduate Network (IPN Network),Frontiers in Environmental Science
International Publisher & C.O (IPCO),Frontiers in Epidemiology
International Publisher for Advanced Scientific Journals (IPASJ),Frontiers in Ethology
International Publisher LLC,Frontiers in Evolutionary Neuroscience
"International Recognition Multidisciplinary Research Journals, Monthly Publish",Frontiers in Food Science and Technology
International Recognition Research Journals,Frontiers in Forests and Global Change
"International Research Association of Computer Science, & Technology (IRACST)",Frontiers in Fuels
International Research E-Journals,Frontiers in Fungal Biology
International Research Group,Frontiers in Future Transportation
"International Research Journals (Accra, Ghana)",Frontiers in Gastroenterology
"International Research Journals (Lagos, Nigeria)",Frontiers in Genetics
International Research Organization of Computer Science (IROCS),Frontiers in Genome Editing
International Research Publication House (IRPH),Frontiers in Geochemistry
International Research Society For Promotion of Science (INPOSO),Frontiers in Global Women's Health
International Scholarly Open Access Research (ISOAR) (also here) (see also Edupedia Publications),Frontiers in Health Services
International Scholars Journals,Frontiers in Hematology
International Science & Research Journals (ISRJ) (isrjournals),Frontiers in High Performance Computing
International Science and Medical Journals (isaMed),Frontiers in Horticulture
International Science Community Association,Frontiers in Human Dynamics
International Scientific Academic Corporation,Frontiers in Human Neuroscience
International Scientific Academy of Engineering & Technology,Frontiers in ICT
International Scientific Engineering and Research Publications,Frontiers in Imaging
International Scientific Invention Journals,Frontiers in Immunology
International Scientific Journal (ISJ),Frontiers in Insect Science
International Scientific Organization (links to Bosal),Frontiers in Integrative Neuroscience
International Scientific Publications,Frontiers in Lab on a Chip Technologies
"International Scientific Research Organization for Science, Engineering and Technology (ISROSET)",Frontiers in Language Sciences
International Scientific Research Organization Journals (ISROJ),Frontiers in Lupus
International Skill Research Journals,Frontiers in Malaria
International Society for Engineering Research and Development (ISERD),Frontiers in Mammal Science
International Society for Engineers and Researchers (ISER),Frontiers in Manufacturing Technology
International Society for green.sustainable engineering and management,Frontiers in Marine Science
International Society for Zoological Research (ISZR),Frontiers in Materials
International Society of Thesis Publication (ISTP),Frontiers in Mechanical Engineering
International Society of Universal Research in Sciences (EyeSource),Frontiers in Medical Case Reports
International Technology and Science Publications Ltd (ITS),Frontiers in Medical Technology
InternationalJournals.co.in,Frontiers in Medicine
Internet Scientific Publications,Frontiers in Membrane Science and Technology
Interscience Journals,Frontiers in Metals and Alloys
Interscience Open Access Journals,Frontiers in Microbiology
Intuition Journals,Frontiers in Microbiomes
Invention Journals,Frontiers in Molecular Biosciences
IORE International,Frontiers in Molecular Medicine
IOS Publishing (Institute of Science Publishing),Frontiers in Molecular Neuroscience
IOSR Journals (see International Organization of Scientific Research),Frontiers in Nanotechnology
"IPN Education Group (IPN Publishing, related or a rebrand of International Postgraduate Network)",Frontiers in Natural Products
iProbe Group,Frontiers in Nephrology
Ira Publications,Frontiers in Network Physiology
IRDP Group of Journals (Innovative Research Developers and Publishers),Frontiers in Neural Circuits
IRED International Journals,Frontiers in Neuroanatomy
IRIS Publishers,Frontiers in Neuroenergetics
IRO Journals,Frontiers in Neuroengineering
IROSSS (International Research Organization of Sciences and Social Sciences),Frontiers in Neuroergonomics
Isaac Scientific Publishing,Frontiers in Neuroimaging
iSER Publications,Frontiers in Neuroinformatics
Ishaan Publishing House,Frontiers in Neurology
Ishitv Technologies,Frontiers in Neurorobotics
ISISnet,Frontiers in Neuroscience
Islamic World Network for Environmental Science and Technology (IWNEST Publisher),Frontiers in Nuclear Engineering
ISPACS (International Scientific Publications and Consulting Services),Frontiers in Nuclear Medicine
ITSR (InformTechCell),Frontiers in Nutrition
Ivy Union Publishing,Frontiers in Oncology
Jabalpur Management Association,Frontiers in Ophthalmology
Jacobs Publishers,Frontiers in Oral Health
JACS Directory,Frontiers in Pain Research
Jaypee Journals,Frontiers in Parasitology
JET Publishing,Frontiers in Pediatrics
Joseph Publishing Group,Frontiers in Pharmacology
Journal Dynamics,Frontiers in Photonics
Journal Issues,Frontiers in Physics
Journal Network,Frontiers in Physiology
Journal of Comprehensive Research,Frontiers in Plant Science
Journal of Harmonized Research Publications,Frontiers in Political Science
Journal of The International Association of Advanced Technology and Science (JIAATS),Frontiers in Psychiatry
Journals Club & Co.,Frontiers in Psychology
Journals of Scientifics R&D,Frontiers in Public Health
Journals of University of Babylon,Frontiers in Quantum Science and Technology
Journals Pub,Frontiers in Radiology
JournalsBank,Frontiers in Rehabilitation Sciences
JScholar Journals,Frontiers in Remote Sensing
JSciMed Central,Frontiers in Reproductive Health
July Press,Frontiers in Research Metrics and Analytics
Juniper Publishers,Frontiers in Robotics and AI
Jyoti Academic Press,Frontiers in Science
KAAV Publications,Frontiers in Sensors
Kaleidoscope Journals,Frontiers in Signal Processing
KambohWell Publisher Enterprises,Frontiers in Sleep
Kamla Raj Enterprises (KRE Publishers),Frontiers in Smart Grids
KEI Journals,Frontiers in Sociology
KEJA Publications,Frontiers in Soft Matter
Kenkyu Group,Frontiers in Soil Science
Key Research Journals (KRJ),Frontiers in Space Technologies
Kiban Research Publications,Frontiers in Sports and Active Living
Kindi Publication,Frontiers in Stroke
Knowledge Empowerment Foundation,Frontiers in Surgery
Knowledge Insights,Frontiers in Sustainability
Knowledge Publishing Printing & Distribution House,Frontiers in Sustainable Cities
Knowledgebase Publishers,Frontiers in Sustainable Energy Policy
KnowledgeCuddle Publication,Frontiers in Sustainable Food Systems
KnowledgesPublisher,Frontiers in Sustainable Resource Management
Knowledgia Scientific (formerly Knowledgia Review),Frontiers in Sustainable Tourism
Kogaion Publishing Center,Frontiers in Synaptic Neuroscience
Kosmos Publishers,Frontiers in Systems Biology
Kowsar Publishing,Frontiers in Systems Neuroscience
Kozmenko Science Publishing,Frontiers in the Internet of Things
Krishi Sanskriti,Frontiers in Thermal Engineering
KSP Journals,Frontiers in Toxicology
KY Publications,Frontiers in Transplantation
Ladder Publishing House,Frontiers in Tropical Diseases
Lambert Academic Publishing,Frontiers in Urology
Landmark Research Journals,Frontiers in Veterinary Science
LAR,Frontiers in Virology
Lawarence Press,Frontiers in Virtual Reality
Lecolink Research Journals,Frontiers in Water
Lectito,Fuels
Lectito Journals,"Functional Analysis: Theory, Method & Applications (FATMA)"
Leena & Luna International,Future
"Leon Publications (publisher of the Chemistry Research Journal, the Pharmaceutical & Chemical Journal, and the Journal of Scientific and Engineering Research)",Future Internet
Lexis Publisher,Future Pharmacology
Library of Academic Resources (LAR),Future Transportation
LIDSEN Publishing Inc. (see also Open BioMedical Publishing Corporation),"G-Journal of Education, Social Science and Humanities (GJESH)"
Lifescience Global,G-Journal of Environmental Science and Technology (GJEST)
LifeSciFeed Ventures,Galaxies
Lighthouse Journal Publication (Lighthouse Journals),Galaxy: International Multidisciplinary Research Journal
Literati Scientific and Publishers (Literati Publishers),Games
London Journals Press,Gases
Longbridge Publishing Company,Gastroenterology Insights
Longdom Publishing (connected to International Scholars Journals – ISJ),Gastroenterology Research and Practice
Look Academic Publishers,GastroHep
Lorem Journals,Gastrointestinal Disorders
Lupine Publishers,Gastronomy
Macoctagon Journals,Gels
macroJournals,Genealogy
Macrothink Institute,Generics and Biosimilars Initiative Journal (GaBI Journal)
MacroWorld,Genes
Madridge Publishers,Genes & Cancer
Magnus Med Club (MMC),Genetics and Molecular Research
Mainspringer,Genetics Research
Mak Periodical Library,Geodynamics Research International Bulletin (GRIB)
Management Journals,Geofluids
Marsland Press,Geographies
Mary and Sam Research Academia,GeoHazards
Maryland Institute of Research,Geomaterials
MASAUM Network,Geomatics
Mathews Open Access Journals,Geosciences
Maxwell Scientific Organization,Geotechnics
MAYFEB Technology Development,Geriatrics
McMed International,Global Business & Finance Review
Meas Publishing Ltd,"Global Health, Epidemiology and Genomics"
MECS (Modern Education and Computer Science Press),Global Journal for Research Analysis (GJRA)
MedCave Publications (also here),Global Journal of Advance Research on Classical and Modern Geometries
MedCrave,Global Journal of Advanced Engineering Technologies and Sciences (GJAETS)
Medical science,Global Journal of Advanced Research (GJAR)
Medical Science Journals,Global Journal of Animal Scientific Research (GJASR)
Medip Academy,Global Journal of Business and Social Science (GJBSS)
Medip Academy,Global Journal of Business and Social Science Review (GJBSSR)
Mediterranean Center of Social and Educational Research (MCSER),Global Journal of Engineering Science and Research Management (GJESRM)
MEDNANO Publications,Global Journal of Engineering Science and Researches (GJESR)
Medpulse Publishing Corporation (connection to Statperson Publishing Corporation),Global Journal of Management Science and Technology
Medtext Publications,Global Journal of Medical and Health Sciences (GJM)
Medwell Journals,Global Journal of Medicine and Public Health
Medwin Publishers,Global Journal of Multidisciplinary Studies (GJMS)
Meghana Publications,Global Journal of Research on Medicinal Plants & Indigenous Medicine
Mehria International Publishers,Global Media Journal
Mehta Press,Global Scholastic Research Journal
Merit Research Journals,Global Scientific Journal – GSJ Publication
Meta Research Press,Golden Research Thoughts
MNK Publication,"Gout, Urate, and Crystal Deposition Disease"
Modern Business Press,Graphene
Modern Research Publishers,Grasses
Modern Scientific Press,Green and Sustainable Chemistry
Molecular Biology Journals (see also OMICS),Hardware
Mr. Scholar,HCTL Open International Journal of Technology Innovations and Research (IJTIR)
Muhammadon Centre for Research and Development (MCRD),Health
MuK Publications & Distributions,Health & Social Care in the Community
Multidisciplinary Digital Publishing Institute (MDPI),Healthcare
Multidisciplinary Journals,Hearts
Mustang Journals,Hemato
N&N Global Technology (NNGT),Hematology Reports
NADIA (relation to SERSC),Heritage
Narain Publishers Pvt. Ltd (NPPL),Heteroatom Chemistry
National Association of Scholars (Национальная ассоциация ученых | НАУ),High Technology Letters (hijacker of a legitimate journal)
National College of Physicians,Hiperboreea Journal
National FORUM Journals,Histories
Natural Science Simulations and Engineering Laboratory Limited (NSSEL Publishing),HortFlora Research Spectrum (HRS)
Natural Sciences Publishing Corporation,Horticulturae
Naturepub,Hospitals
Nauk Publication,Human Behavior and Emerging Technologies
Nemis Journals,Human Mutation
Nessa Publishers (NP),Humanities
Net Journals,Humans
New Century Publishing Group,Hydrobiology
New Century Science Press,Hydrogen
New Delhi Publisher,Hydrology
New Ground Research Journals,Hygeia: Journal for Drugs and Medicines
New Science Series Journals (NSSJ),Hygiene
New Scientist Publishers,IARS’ International Research Journal (I’IRJ)
New World Publishing,IARTEM e-journal
New World Sciences Academy,IBMRD’s Journal of Management Research
Newpubli,iBusiness
Nextgen Research Publications (publishes IJNTR),Iconic Research & Engineering Journals (IRE Journals)
Nexus Academic Publishers (NAP),Ideal Journal of Arts and Humanities (IJAH)
nhsJournal,Ideal Journal of Economics and Management Sciences (IJEMS)
Nobel International Journals,Ideal Journal of Education and Policy Studies (IJEPAS)
Noble Academic Publisher (NAP),Ideal Journal of Engineering and Applied Sciences (IJEAS)
NobleResearch,Ideal Journal of Psychology and Theology (IJOPAT)
Non Olympic Times,Ideal Journal of Pure and Applied Sciences (IJESAM)
North American Research Publishing,"IJPUB – International Peer Reviewed, Open Access Journal (also see International Journal of Creative Research Thoughts - IJCRT)"
North Asian International Research Journal Consortium (NAIRJC),Immuno
North Atlantic University Union,Indian Journal of Advanced Nursing (IJAN)
Noto-are,Indian Journal of Advances in Chemical Science (IJACS)
Nova Explore Publications,Indian Journal of Applied Research
Novel Science,Indian Journal of Applied-Basic Medical Sciences
Novelty Journals (see also Social Science Journals),Indian Journal of Drugs
Novus Scientia Journals,Indian Journal of Medical Research and Pharmaceutical Sciences (IJMRPS)
Nuclei Online,Indian Journal of Natural Sciences (IJONS)
OA Publishing London,Indian Journal of Pharmaceutical and Biological Research (IJPBR)
"OAE Publishing, Inc. (OAE)",Indian Journal of Pharmaceutical Science & Research (IJPSR)
Oak-Fortress Journals,Indian Journal of Public Health Research and Development
OASP Journals,Indian Journal of Research Anvikshiki
Oceanic Journals,Indian Journal of Research in Pharmacy and Biotechnology (IJRPB)
Ocimum Scientific Publishers,Indian Journal of Scientific Research (IJSR)
Ology Journals,Indian Journal of Scientific Research and Technology (INDJSRT)
Ology Science,Indian Research Journal of Pharmacy and Science
OMICS International (OMICS Publishing Group),Indian Scholar
Ommega Publishers,Indian Streams Research Journal
OneCentral Press,Indo American Journal of Pharmaceutical Research
Onjourn,Indo American Journal of Pharmaceutical Sciences (IAJPS)
Online Journals Management System (OJMS),Indo-Global Journal of Pharmaceutical Sciences
Online Research Journals,Indonesian Journal of Business Finance and Accounting (IJBFA)
Online Science Publishing,Indonesian Journal of Management and Business Economics (IJMBE)
Onomy Science (Onomy Journals),Indoor Air
OPAST,Industrial Science Journal
Open Academic Press,Infectious Disease Reports
Open Access (OA) Publication,Infectious Diseases in Obstetrics and Gynecology
Open Access eBooks,Informatics
Open Access Journal Limited (The OJAL),Information
Open Access Journals,INFORMATION-An International Interdisciplinary Journal
Open Access Journals Publishing Company,InfraMatics
Open Access Library,Infrastructures
Open Access Pub (also here),Innovations in Pharmaceuticals and Pharmacotherapy (IPP)
Open Access Publishing Group,Inorganics
Open Access Science Research Publisher (OASRP),Insects
"Open Access Text (OAT, OA Text)",Institute of Electrical & Electronics Engineers Advanced Journal (IEEEAJ)
Open BioMedical Publishing Corporation (OBM) (see also LIDSEN Publishing Inc.),Instruments
Open Exploration,Integrated Journal of British (IJBRITISH)
Open Journal Systems,Intelligent Control and Automation
Open Knowledge Journals,Intelligent Information Management
Open Research and Science Library (ORSlib),Interciencia (hijacker of a legitimate journal)
Open Research Network,Interdisciplinary Journal of Contemporary Research in Business
Open Research Society,Interdisciplinary Journal of Research in Business (IDJRB)
Open Science,Interdisciplinary Perspectives on Infectious Diseases
Open Science Publications,Interdisciplinary Toxicology (interTOX)
OpenAccessPub (also here),Internal Medicine Review
Openventio Publishsers,"International Advanced Research Journal in Science, Engineering and Technology (IARJSET)"
OPR Science,International Archives of BioMedical and Clinical Research (IABCR)
ORB Academic Publisher,International Archives of Medicine
Orbit Research and Development,International Ayurvedic Medical Journal (IAMJ)
ORIC Publications,International Biology Review
Oriental Scientific Publishing Company,International Bulletin of Business Administration (Bulletin International d’Administration des Entreprises)
Ozean Publications,International Bulletin of Drug Research
OZZIE Publishers,International Cardiovascular Forum (ICF)
Pacesetter Online Publishers,International Chemistry Review
Pacific Group of e-Journals (PaGe),International Design Journal
Pak Publishing Group,International Economic Letters
Pakistan Science Mission (PSM),International Education and Leadership
Palgo Journals,International Education and Research Journal
Panacea Research Library,International Educational Applied Research Journal (IEARJ)
Paper Publications (see also Social Science Journals),International Educational E-Journal
PaperSciences Research Publisher,International Educational Scientific Research Journal
Paramount Journals,International Interdisciplinary Journal of Scientific Research (IIJSR)
PBS Journals,International Invention of Scientific Journal (IISJ)
Peak Journals,"International Journal & Magazine of Engineering, Technology, Management and Research (IJMETMR)"
Pearl Publication,International Journal Advances in Social Science and Humanities (IJASSH)
Pearl Research Journals,International Journal and Bulletin of Multidisciplinary Research (IJBMR)
Peertechz (Peer Teechz),International Journal for Advanced Review and Research in Pharmacy (IJARRP)
Pelagia Research Library,International Journal for Development of Computer Science and Technology (IJDCST)
Pencil Academic Press,International Journal for Engineering and Emerging Technologies (IJFEET)
Pezzottaite Journals,International Journal for Innovation Education and Research (IJIER)
Pharma Intelligence,International Journal for Innovative Research in Multidisciplinary Field (IJIRMF)
Pharma Publisher,International Journal for Innovative Research in Science and Technology (IJIRST)
Pharma Research Library,International Journal for Modern Trends in Science and Technology (IJMTST)
Pharmaceutical Research Foundation,International Journal for Pharmaceutical Research Scholars (IJPRS)
PharmaInfo,International Journal for Research & Development in Technology (IJRDT)
PharmaInterScience Publishers,International Journal for Research in Applied Science and Engineering Technology (IJRASET)
Pharmascope Publications,International Journal for Research in Emerging Science and Technology (IJREST)
Philippine Association of Institutions for Research (PAIR),International Journal for Research in Engineering Application & Management (IJREAM)
Photon Foundation,International Journal for Scientific Research & Development
"Phronesis, LLC",International Journal for Technological Research in Engineering (IJTRE)
Pinnacle Journal Publication,International Journal of Abdominal Research (IJAR)
Pinnacle Research Journals (PRJ),International Journal of Academic Research
Pioneer Scientific Publisher,International Journal of Academic Studies (IJAS)
PiscoMed Publishing,International Journal of Advance Computing Techniques and Applications (IJACTA)
Planetary Scientific Research Center (PSRC),International Journal of Advance Engineering and Research Development (IJAERD)
Platinum Global Journals,International Journal of Advance Foundation and Research in Computer (IJAFRC)
Prague Development Center (PRADEC),International Journal of Advance Foundation and Research in Science and Engineering (IJAFRSE)
Premier Publishers,International Journal of Advance Research and Innovation
PressAcademia,International Journal of Advance Research and Innovative Ideas in Education (IJARIIE)
Prime Journals,International Journal of Advance Research in Computer Science And Management Studies (IJARCSMS)
Pristine Research Journal Publications (PRJP),International Journal of Advance Research in Science and Engineering (IJARSE)
Priyanka Research Journal Publication,"International Journal of Advance Research, Ideas and Innovations in Technology (IJARIIT)"
Progress Publishing Company (see International Journal of Academic Research Publisher),International Journal of Advanced Academic Research (IJAAR)
Progressive Academic Publishing,International Journal of Advanced and Applied Sciences (IJAAS)
Progressive Science Publications,International Journal of Advanced and Innovative Research (IJAIR)
Project Innovation (also here),International Journal of Advanced Computer Research
ProJournals (Professional Journals),International Journal of Advanced Computer Technology (IJACT)
Proscience Journals,International Journal of Advanced Education and Research (IJMRD)
Prudence Journals,International Journal of Advanced Engineering and Management Research (IJAEMR)
Prudent Journals,International Journal of Advanced Engineering and Nano Technology (IJAENT)
Pubicon International Publications (Pubicon Journals),International Journal of Advanced Engineering Applications
Public Science Framework,International Journal of Advanced Engineering Research and Applications (IJA-ERA)
Publishing House of Sciences (PHS),International Journal of Advanced Engineering Research and Science (IJAERS)
Publishing Press,International Journal of Advanced Engineering Science and Technological Research (IJAESTR)
PubMedHouse,"International Journal of Advanced Engineering, Management and Science (IJAEMS)"
Pulsus Group,"International Journal of Advanced Engineering, Science and Technological Research (IJAESTR)"
Purple Journals,International Journal of Advanced Information in Arts Science and Management (IJAIASM)
Pushpa Publishing House,International Journal of Advanced Information Science and Technology (IJAIST)
Pyrex Journals,International Journal of Advanced Life Sciences
Qingres,International Journal of Advanced Multidisciplinary Research (IJAMR)
Quazzy Journals,International Journal of Advanced Networking and Applications (IJANA)
Quest Journals,International Journal of Advanced Research
R&D Modern Research Publication,International Journal of Advanced Research and Publications (IJARP)
R&S Publications,International Journal of Advanced Research and Review (IJARR)
Raft Publications,International Journal of Advanced Research in Applied Science and Technology (IJARAST)
RAJ Group,International Journal of Advanced Research in Biological Sciences (IJARBS)
Rating Academy,"International Journal of Advanced Research in Biology, Ecology, Science and Technology (IJARBEST)"
Readers Insight Publishers,International Journal of Advanced Research in Computer and Communication Engineering (IJARCCE)
Recent Science,International Journal of Advanced Research in Computer Engineering & Technology (IJARCET)
Red Flower Publication Private Limited,International Journal of Advanced Research in Computer Science & Technology (IJARCST)
ReDelve International Publications,International Journal of Advanced Research in Computer Science and Electronics Engineering (IJARCSEE)
RedFame Publishing,International Journal of Advanced Research in Computer Science and Software Engineering (IJARCSSE)
Remedy Publications,International Journal of Advanced Research in Education & Technology (IJARET)
Renu Publishers,International Journal of Advanced Research in Education Technology and Management (IJARETM)
Research & Analysis Journals (RA Journals),"International Journal of Advanced Research in Electrical, Electronics and Instrumentation Engineering (IJAREEIE)"
Research & Development Organization,International Journal of Advanced Research in Electronics and Communication Engineering (IJARECE)
Research & Reviews (International Journals),International Journal of Advanced Research in Engineering & Management (IJAREM)
Research Academy of Social Sciences (RASS),International Journal of Advanced Research in Engineering and Science (IJARES)
Research Alert Journals,International Journal of Advanced Research in Innovative Discoveries in Engineering and Applications (IJARIDEA)
Research and Educational Society,"International Journal of Advanced Research in Management, Architecture, Technology and Engineering (IJARMATE)"
Research and Knowledge Publication,International Journal of Advanced Research in Mechanical Engineering & Technology (IJARMET)
Research and Scientific Innovation Society (RSIS),International Journal of Advanced Research in Science and Technology (IJARST)
Research Center of Education and Science (RCES),"International Journal of Advanced Research in Science, Engineering and Technology (IJARSET)"
Research Centre for Management and Social Studies (RCMSS),International Journal of Advanced Research Trends in Engineering and Technology (IJARTET)
Research Consultants and Publisher,International Journal of Advanced Science and Engineering Technology (IJASET)
Research Foundation for Humanity (RFH),International Journal of Advanced Scientific Research
Research India Publications (RIP),International Journal of Advanced Scientific Research & Development (IJASRD)
Research Infotext,International Journal of Advanced Technology and Engineering Research (IJATER)
Research Institute for Progression of Knowledge (RIPK),International Journal of Advanced Technology and Innovative Research (IJATIR)
"Research Institute for Science, Technology, and Society (RISTaS)",International Journal of Advanced Technology and Science (IJATS)
Research Journal,International Journal of Advanced Technology in Engineering and Science (IJATES)
Research Novelty Publisher (RNP),International Journal of Advanced Trends in Computer Applications (IJATCA)
Research Open,"International Journal of Advancement in Engineering Technology, Management & Applied Science (IJAETMAS)"
Research Pioneers,International Journal of Advancements in Mechanical and Aeronautical Engineering
Research Publish Journals (see also Social Science Journals),International Journal of Advancements in Research & Technology (IJOART)
Research Publisher,International Journal of Advances in Applied Mathematics and Mechanics (IJAAMM)
